,accuracy,loss,val_accuracy,val_loss
0,0.675125002861023,0.7570593357086182,0.6995000243186951,0.8332157135009766
1,0.7407500147819519,0.6419726610183716,0.7350000143051147,0.6327176690101624
2,0.7588750123977661,0.5945165753364563,0.6779999732971191,0.6970229744911194
3,0.7877500057220459,0.5518984794616699,0.8059999942779541,0.4450652003288269
4,0.799875020980835,0.5263171792030334,0.8569999933242798,0.3884226679801941
